Symbol,Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
ETH-USD,"Sep 6, 2024","2,367.70","2,406.51","2,150.86","2,223.88","2,223.88","25,825,618,367"
ETH-USD,"Sep 5, 2024","2,448.99","2,465.39","2,348.86","2,367.74","2,367.74","13,632,325,040"
ETH-USD,"Sep 4, 2024","2,420.19","2,488.92","2,313.27","2,448.98","2,448.98","16,709,600,747"
ETH-USD,"Sep 3, 2024","2,538.16","2,552.80","2,419.88","2,420.60","2,420.60","11,406,800,197"
ETH-USD,"Sep 2, 2024","2,427.97","2,563.09","2,426.10","2,538.19","2,538.19","12,520,444,224"
ETH-USD,"Sep 1, 2024","2,513.42","2,515.47","2,401.89","2,427.90","2,427.90","11,800,443,265"
ETH-USD,"Aug 31, 2024","2,525.86","2,532.39","2,493.71","2,513.39","2,513.39","6,646,876,013"
ETH-USD,"Aug 30, 2024","2,528.73","2,539.92","2,432.83","2,525.82","2,525.82","15,526,218,255"
ETH-USD,"Aug 29, 2024","2,528.36","2,595.98","2,507.50","2,528.79","2,528.79","13,946,434,277"
ETH-USD,"Aug 28, 2024","2,458.90","2,553.82","2,422.29","2,528.42","2,528.42","20,359,545,410"
ETH-USD,"Aug 27, 2024","2,681.62","2,700.15","2,401.18","2,458.73","2,458.73","18,028,996,056"
ETH-USD,"Aug 26, 2024","2,749.25","2,763.00","2,668.89","2,681.34","2,681.34","12,282,035,835"
ETH-USD,"Aug 25, 2024","2,769.10","2,793.01","2,736.09","2,749.16","2,749.16","9,375,535,539"
ETH-USD,"Aug 24, 2024","2,765.48","2,820.02","2,737.78","2,769.39","2,769.39","11,765,811,307"
ETH-USD,"Aug 23, 2024","2,622.92","2,799.33","2,622.58","2,764.45","2,764.45","16,857,181,970"
ETH-USD,"Aug 22, 2024","2,630.86","2,644.82","2,587.11","2,622.95","2,622.95","10,723,280,428"
ETH-USD,"Aug 21, 2024","2,573.11","2,662.95","2,538.66","2,631.40","2,631.40","12,766,015,263"
ETH-USD,"Aug 20, 2024","2,637.31","2,695.91","2,556.75","2,573.11","2,573.11","13,249,483,464"
ETH-USD,"Aug 19, 2024","2,612.72","2,648.28","2,566.40","2,637.31","2,637.31","11,968,963,282"
ETH-USD,"Aug 18, 2024","2,614.11","2,684.03","2,596.74","2,613.36","2,613.36","9,207,267,415"
ETH-USD,"Aug 17, 2024","2,593.17","2,626.67","2,588.79","2,614.55","2,614.55","6,676,568,717"
ETH-USD,"Aug 16, 2024","2,570.09","2,629.38","2,553.07","2,593.19","2,593.19","13,275,561,555"
ETH-USD,"Aug 15, 2024","2,662.89","2,675.31","2,518.67","2,570.09","2,570.09","16,345,801,912"
ETH-USD,"Aug 14, 2024","2,703.59","2,775.28","2,636.71","2,662.91","2,662.91","15,825,365,408"
ETH-USD,"Aug 13, 2024","2,724.30","2,737.99","2,613.80","2,703.67","2,703.67","16,383,053,029"
ETH-USD,"Aug 12, 2024","2,553.50","2,749.14","2,513.39","2,724.43","2,724.43","21,653,090,666"
ETH-USD,"Aug 11, 2024","2,609.97","2,718.80","2,544.17","2,553.25","2,553.25","13,595,441,987"
ETH-USD,"Aug 10, 2024","2,599.58","2,642.93","2,580.66","2,610.02","2,610.02","9,361,014,219"
ETH-USD,"Aug 9, 2024","2,683.72","2,706.45","2,555.23","2,599.60","2,599.60","17,907,141,655"
ETH-USD,"Aug 8, 2024","2,336.92","2,721.95","2,322.53","2,683.35","2,683.35","23,468,291,180"
ETH-USD,"Aug 7, 2024","2,458.99","2,551.56","2,312.17","2,336.59","2,336.59","24,264,218,606"
ETH-USD,"Aug 6, 2024","2,417.27","2,553.58","2,416.53","2,458.72","2,458.72","26,041,995,921"
ETH-USD,"Aug 5, 2024","2,686.03","2,695.89","2,122.55","2,417.21","2,417.21","67,668,132,244"
ETH-USD,"Aug 4, 2024","2,903.09","2,931.47","2,639.57","2,686.40","2,686.40","21,139,601,426"
ETH-USD,"Aug 3, 2024","2,985.95","3,015.30","2,861.18","2,903.39","2,903.39","17,844,091,431"
ETH-USD,"Aug 2, 2024","3,201.60","3,214.53","2,965.73","2,986.01","2,986.01","21,400,241,741"
ETH-USD,"Aug 1, 2024","3,231.25","3,241.78","3,078.54","3,201.56","3,201.56","20,217,639,556"
ETH-USD,"Jul 31, 2024","3,278.69","3,347.64","3,216.07","3,231.30","3,231.30","16,135,380,637"
ETH-USD,"Jul 30, 2024","3,320.64","3,365.32","3,235.76","3,278.67","3,278.67","14,045,773,047"
ETH-USD,"Jul 29, 2024","3,271.45","3,396.63","3,257.72","3,320.54","3,320.54","18,334,852,719"
ETH-USD,"Jul 28, 2024","3,247.51","3,283.15","3,201.76","3,271.46","3,271.46","8,959,236,446"
ETH-USD,"Jul 27, 2024","3,275.89","3,327.43","3,195.36","3,247.61","3,247.61","15,198,233,287"
ETH-USD,"Jul 26, 2024","3,174.05","3,285.76","3,172.78","3,275.95","3,275.95","15,993,893,521"
ETH-USD,"Jul 25, 2024","3,336.36","3,341.44","3,088.76","3,174.43","3,174.43","25,293,745,810"
ETH-USD,"Jul 24, 2024","3,482.15","3,487.65","3,304.04","3,336.34","3,336.34","16,040,945,448"
ETH-USD,"Jul 23, 2024","3,440.77","3,539.53","3,395.42","3,482.00","3,482.00","24,468,405,650"
ETH-USD,"Jul 22, 2024","3,536.63","3,560.08","3,425.80","3,440.42","3,440.42","18,723,199,034"
ETH-USD,"Jul 21, 2024","3,519.43","3,546.62","3,415.44","3,536.61","3,536.61","13,845,913,681"
ETH-USD,"Jul 20, 2024","3,505.72","3,539.90","3,482.49","3,519.30","3,519.30","10,360,198,325"
ETH-USD,"Jul 19, 2024","3,425.91","3,540.59","3,377.88","3,505.73","3,505.73","17,705,629,736"
ETH-USD,"Jul 18, 2024","3,388.03","3,488.72","3,374.99","3,426.26","3,426.26","15,035,622,003"
ETH-USD,"Jul 17, 2024","3,446.74","3,516.10","3,379.10","3,388.75","3,388.75","16,739,123,962"
ETH-USD,"Jul 16, 2024","3,486.14","3,498.22","3,351.78","3,443.51","3,443.51","20,446,664,416"
ETH-USD,"Jul 15, 2024","3,246.13","3,494.10","3,235.78","3,489.55","3,489.55","18,305,490,390"
ETH-USD,"Jul 14, 2024","3,176.74","3,266.49","3,166.43","3,244.08","3,244.08","10,517,709,666"
ETH-USD,"Jul 13, 2024","3,134.55","3,199.99","3,115.08","3,177.20","3,177.20","8,565,105,946"
ETH-USD,"Jul 12, 2024","3,099.99","3,154.60","3,048.51","3,134.16","3,134.16","12,751,638,331"
ETH-USD,"Jul 11, 2024","3,101.34","3,208.94","3,057.22","3,100.33","3,100.33","15,230,095,766"
ETH-USD,"Jul 10, 2024","3,066.14","3,148.41","3,026.61","3,102.22","3,102.22","14,578,679,176"
ETH-USD,"Jul 9, 2024","3,018.80","3,105.80","3,005.52","3,064.03","3,064.03","15,269,945,822"
ETH-USD,"Jul 8, 2024","2,929.86","3,090.66","2,826.48","3,018.73","3,018.73","22,627,377,457"
ETH-USD,"Jul 7, 2024","3,067.41","3,072.81","2,923.96","2,929.39","2,929.39","10,857,947,538"
ETH-USD,"Jul 6, 2024","2,981.99","3,080.11","2,957.40","3,069.38","3,069.38","11,586,293,705"
ETH-USD,"Jul 5, 2024","3,057.83","3,106.15","2,826.01","2,981.60","2,981.60","31,131,942,647"
ETH-USD,"Jul 4, 2024","3,291.82","3,309.20","3,054.52","3,054.52","3,054.52","20,252,514,386"
ETH-USD,"Jul 3, 2024","3,416.25","3,426.33","3,254.52","3,292.92","3,292.92","16,121,324,440"
ETH-USD,"Jul 2, 2024","3,439.38","3,459.76","3,399.03","3,416.35","3,416.35","9,421,757,718"
ETH-USD,"Jul 1, 2024","3,432.61","3,513.31","3,425.32","3,440.34","3,440.34","12,281,551,839"
ETH-USD,"Jun 30, 2024","3,373.08","3,453.21","3,352.28","3,432.89","3,432.89","8,396,416,013"
ETH-USD,"Jun 29, 2024","3,373.69","3,401.73","3,369.55","3,372.97","3,372.97","6,584,792,001"
ETH-USD,"Jun 28, 2024","3,445.50","3,482.96","3,363.44","3,373.64","3,373.64","12,861,158,844"
ETH-USD,"Jun 27, 2024","3,368.89","3,470.92","3,362.26","3,444.80","3,444.80","11,771,834,016"
ETH-USD,"Jun 26, 2024","3,394.37","3,421.51","3,328.39","3,369.48","3,369.48","11,694,054,195"
ETH-USD,"Jun 25, 2024","3,350.56","3,422.21","3,335.56","3,395.03","3,395.03","13,235,546,063"
ETH-USD,"Jun 24, 2024","3,418.78","3,430.70","3,244.24","3,350.26","3,350.26","23,137,744,903"
ETH-USD,"Jun 23, 2024","3,494.95","3,519.32","3,408.58","3,418.61","3,418.61","9,418,141,333"
ETH-USD,"Jun 22, 2024","3,516.55","3,519.50","3,477.17","3,494.81","3,494.81","7,423,703,673"
ETH-USD,"Jun 21, 2024","3,511.27","3,542.96","3,447.94","3,516.08","3,516.08","15,933,353,456"
ETH-USD,"Jun 20, 2024","3,559.35","3,623.89","3,485.46","3,511.09","3,511.09","16,115,123,753"
ETH-USD,"Jun 19, 2024","3,482.35","3,583.32","3,466.48","3,559.35","3,559.35","15,275,373,778"
ETH-USD,"Jun 18, 2024","3,510.57","3,514.18","3,371.59","3,483.68","3,483.68","21,022,514,455"
ETH-USD,"Jun 17, 2024","3,622.38","3,634.29","3,468.15","3,511.38","3,511.38","17,838,856,988"
ETH-USD,"Jun 16, 2024","3,566.76","3,648.09","3,541.53","3,620.56","3,620.56","9,878,388,158"
ETH-USD,"Jun 15, 2024","3,479.79","3,589.89","3,473.45","3,565.55","3,565.55","12,733,651,076"
ETH-USD,"Jun 14, 2024","3,467.97","3,528.60","3,366.22","3,480.27","3,480.27","15,793,876,596"
ETH-USD,"Jun 13, 2024","3,559.73","3,559.73","3,431.33","3,469.28","3,469.28","14,472,382,154"
ETH-USD,"Jun 12, 2024","3,497.90","3,652.49","3,463.78","3,559.62","3,559.62","17,142,905,351"
ETH-USD,"Jun 11, 2024","3,666.36","3,669.89","3,434.75","3,498.33","3,498.33","19,184,721,538"
ETH-USD,"Jun 10, 2024","3,705.88","3,711.43","3,648.16","3,666.72","3,666.72","10,377,300,126"
ETH-USD,"Jun 9, 2024","3,680.94","3,719.37","3,668.12","3,705.90","3,705.90","7,910,768,788"
ETH-USD,"Jun 8, 2024","3,677.40","3,707.50","3,669.64","3,680.95","3,680.95","9,096,091,805"
ETH-USD,"Jun 7, 2024","3,811.67","3,838.45","3,615.28","3,678.63","3,678.63","18,220,286,186"
ETH-USD,"Jun 6, 2024","3,864.26","3,878.05","3,761.78","3,811.61","3,811.61","13,606,583,873"
ETH-USD,"Jun 5, 2024","3,812.56","3,887.49","3,778.66","3,864.26","3,864.26","15,480,034,434"
ETH-USD,"Jun 4, 2024","3,766.48","3,831.36","3,738.13","3,812.52","3,812.52","13,331,489,271"
ETH-USD,"Jun 3, 2024","3,780.85","3,848.60","3,758.92","3,766.39","3,766.39","14,082,454,300"
ETH-USD,"Jun 2, 2024","3,813.28","3,834.91","3,752.41","3,780.90","3,780.90","11,126,903,059"
ETH-USD,"Jun 1, 2024","3,759.88","3,829.29","3,749.84","3,813.20","3,813.20","8,661,024,535"
ETH-USD,"May 31, 2024","3,746.86","3,843.86","3,723.84","3,760.03","3,760.03","15,290,700,646"
ETH-USD,"May 30, 2024","3,763.36","3,823.64","3,702.26","3,746.85","3,746.85","15,065,849,797"
ETH-USD,"May 29, 2024","3,840.24","3,880.65","3,742.04","3,763.20","3,763.20","17,411,416,736"
ETH-USD,"May 28, 2024","3,892.10","3,924.90","3,771.21","3,840.26","3,840.26","19,846,044,324"
ETH-USD,"May 27, 2024","3,826.13","3,973.56","3,821.93","3,892.01","3,892.01","18,949,181,813"
ETH-USD,"May 26, 2024","3,749.18","3,879.47","3,732.02","3,825.90","3,825.90","14,650,794,791"
ETH-USD,"May 25, 2024","3,726.98","3,776.01","3,710.53","3,749.24","3,749.24","10,000,027,764"
ETH-USD,"May 24, 2024","3,776.99","3,825.12","3,631.99","3,726.93","3,726.93","22,257,061,429"
ETH-USD,"May 23, 2024","3,737.18","3,943.55","3,552.64","3,776.93","3,776.93","45,623,656,317"
ETH-USD,"May 22, 2024","3,789.37","3,810.95","3,655.08","3,737.22","3,737.22","25,155,809,461"
ETH-USD,"May 21, 2024","3,663.01","3,837.37","3,628.10","3,789.31","3,789.31","37,643,853,967"
ETH-USD,"May 20, 2024","3,071.86","3,690.81","3,050.30","3,663.86","3,663.86","31,228,143,948"
ETH-USD,"May 19, 2024","3,122.82","3,137.15","3,056.75","3,071.84","3,071.84","8,747,800,800"
ETH-USD,"May 18, 2024","3,094.55","3,146.79","3,087.70","3,122.95","3,122.95","9,407,051,320"
ETH-USD,"May 17, 2024","2,945.14","3,120.30","2,934.11","3,094.12","3,094.12","14,449,438,097"
ETH-USD,"May 16, 2024","3,036.01","3,041.81","2,925.09","2,945.13","2,945.13","13,035,465,176"
ETH-USD,"May 15, 2024","2,881.22","3,041.60","2,864.74","3,037.06","3,037.06","14,666,902,956"
ETH-USD,"May 14, 2024","2,949.21","2,959.55","2,863.55","2,881.16","2,881.16","12,444,516,140"
ETH-USD,"May 13, 2024","2,928.81","2,994.87","2,865.13","2,949.36","2,949.36","13,352,264,795"
ETH-USD,"May 12, 2024","2,911.66","2,953.05","2,902.20","2,928.70","2,928.70","5,908,941,395"
ETH-USD,"May 11, 2024","2,909.85","2,942.18","2,888.08","2,911.60","2,911.60","6,795,916,454"
ETH-USD,"May 10, 2024","3,036.23","3,052.73","2,881.00","2,909.79","2,909.79","12,278,653,601"
ETH-USD,"May 9, 2024","2,973.97","3,057.96","2,951.22","3,036.02","3,036.02","10,861,947,179"
ETH-USD,"May 8, 2024","3,006.32","3,037.20","2,938.47","2,973.66","2,973.66","11,791,662,158"
ETH-USD,"May 7, 2024","3,062.75","3,129.08","3,003.01","3,006.58","3,006.58","11,743,187,337"
