Symbol,Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
USDT-USD,"Aug 25, 2024",1.0004,1.0016,1.0001,1.0005,1.0005,"40,361,519,650"
USDT-USD,"Aug 24, 2024",1.0008,1.0017,1.0001,1.0004,1.0004,"46,227,369,084"
USDT-USD,"Aug 23, 2024",1.0002,1.0019,0.9997,1.0008,1.0008,"66,435,913,915"
USDT-USD,"Aug 22, 2024",1.0002,1.0015,0.9999,1.0002,1.0002,"45,673,020,568"
USDT-USD,"Aug 21, 2024",1.0001,1.0017,0.9994,1.0003,1.0003,"53,113,473,486"
USDT-USD,"Aug 20, 2024",1.0005,1.0016,0.9999,1.0000,1.0000,"53,591,125,880"
USDT-USD,"Aug 19, 2024",1.0004,1.0018,0.9998,1.0005,1.0005,"46,796,006,984"
USDT-USD,"Aug 18, 2024",1.0000,1.0015,0.9999,1.0006,1.0006,"34,966,981,759"
USDT-USD,"Aug 17, 2024",1.0003,1.0014,0.9999,1.0002,1.0002,"27,396,981,274"
USDT-USD,"Aug 16, 2024",1.0002,1.0015,0.9996,1.0003,1.0003,"49,001,060,836"
USDT-USD,"Aug 15, 2024",1.0003,1.0015,0.9996,1.0002,1.0002,"56,751,936,622"
USDT-USD,"Aug 14, 2024",1.0003,1.0019,0.9998,1.0003,1.0003,"52,144,724,490"
USDT-USD,"Aug 13, 2024",1.0003,1.0019,0.9996,1.0003,1.0003,"51,440,569,199"
USDT-USD,"Aug 12, 2024",1.0000,1.0018,0.9998,1.0002,1.0002,"63,275,431,596"
USDT-USD,"Aug 11, 2024",1.0002,1.0018,0.9998,1.0000,1.0000,"41,909,131,618"
USDT-USD,"Aug 10, 2024",1.0006,1.0019,1.0000,1.0002,1.0002,"31,042,565,436"
USDT-USD,"Aug 9, 2024",1.0005,1.0017,0.9996,1.0006,1.0006,"55,251,256,632"
USDT-USD,"Aug 8, 2024",1.0001,1.0019,0.9986,1.0003,1.0003,"73,383,041,658"
USDT-USD,"Aug 7, 2024",1.0004,1.0022,0.9998,1.0003,1.0003,"72,320,106,597"
USDT-USD,"Aug 6, 2024",1.0004,1.0024,0.9998,1.0006,1.0006,"81,396,416,579"
USDT-USD,"Aug 5, 2024",0.9996,1.0025,0.9987,1.0004,1.0004,"188,926,094,526"
USDT-USD,"Aug 4, 2024",0.9996,1.0011,0.9989,0.9997,0.9997,"58,452,540,746"
USDT-USD,"Aug 3, 2024",0.9987,1.0010,0.9983,0.9996,0.9996,"54,276,527,600"
USDT-USD,"Aug 2, 2024",0.9991,1.0010,0.9986,0.9987,0.9987,"67,773,726,855"
USDT-USD,"Aug 1, 2024",0.9997,1.0011,0.9987,0.9991,0.9991,"65,833,386,618"
USDT-USD,"Jul 31, 2024",0.9998,1.0012,0.9993,0.9997,0.9997,"52,003,171,104"
USDT-USD,"Jul 30, 2024",0.9998,1.0013,0.9994,0.9998,0.9998,"51,267,032,806"
USDT-USD,"Jul 29, 2024",0.9999,1.0013,0.9995,0.9998,0.9998,"63,609,014,546"
USDT-USD,"Jul 28, 2024",1.0000,1.0011,0.9998,0.9999,0.9999,"33,668,335,667"
USDT-USD,"Jul 27, 2024",1.0002,1.0020,0.9996,1.0001,1.0001,"55,047,490,100"
USDT-USD,"Jul 26, 2024",0.9997,1.0011,0.9995,1.0002,1.0002,"52,685,688,859"
USDT-USD,"Jul 25, 2024",0.9999,1.0018,0.9994,0.9998,0.9998,"69,959,674,584"
USDT-USD,"Jul 24, 2024",1.0002,1.0014,0.9997,0.9998,0.9998,"51,701,005,917"
USDT-USD,"Jul 23, 2024",1.0004,1.0016,0.9996,1.0002,1.0002,"67,217,361,972"
USDT-USD,"Jul 22, 2024",1.0002,1.0013,0.9998,1.0004,1.0004,"52,730,305,555"
USDT-USD,"Jul 21, 2024",1.0005,1.0017,1.0000,1.0002,1.0002,"50,474,174,912"
USDT-USD,"Jul 20, 2024",1.0005,1.0015,1.0002,1.0004,1.0004,"40,368,955,293"
USDT-USD,"Jul 19, 2024",0.9998,1.0016,0.9996,1.0005,1.0005,"64,622,483,446"
USDT-USD,"Jul 18, 2024",1.0003,1.0015,0.9997,0.9998,0.9998,"53,674,693,484"
USDT-USD,"Jul 17, 2024",1.0007,1.0014,1.0000,1.0002,1.0002,"61,898,179,810"
USDT-USD,"Jul 16, 2024",1.0006,1.0013,1.0002,1.0006,1.0006,"76,288,567,031"
USDT-USD,"Jul 15, 2024",1.0004,1.0017,1.0002,1.0008,1.0008,"66,578,959,504"
USDT-USD,"Jul 14, 2024",1.0002,1.0013,1.0001,1.0003,1.0003,"41,068,191,081"
USDT-USD,"Jul 13, 2024",1.0003,1.0012,1.0000,1.0003,1.0003,"34,421,372,740"
USDT-USD,"Jul 12, 2024",1.0001,1.0011,0.9998,1.0002,1.0002,"46,446,510,451"
USDT-USD,"Jul 11, 2024",0.9999,1.0016,0.9997,1.0001,1.0001,"52,287,657,808"
USDT-USD,"Jul 10, 2024",1.0002,1.0016,0.9997,0.9999,0.9999,"48,310,166,694"
USDT-USD,"Jul 9, 2024",0.9998,1.0011,0.9996,1.0000,1.0000,"52,771,534,181"
USDT-USD,"Jul 8, 2024",0.9998,1.0019,0.9994,0.9998,0.9998,"74,590,713,592"
USDT-USD,"Jul 7, 2024",1.0002,1.0009,0.9996,0.9998,0.9998,"42,863,990,186"
USDT-USD,"Jul 6, 2024",1.0001,1.0012,0.9998,1.0001,1.0001,"43,532,116,200"
USDT-USD,"Jul 5, 2024",0.9998,1.0010,0.9994,1.0000,1.0000,"104,430,727,675"
USDT-USD,"Jul 4, 2024",0.9989,1.0001,0.9987,0.9997,0.9997,"74,732,714,381"
USDT-USD,"Jul 3, 2024",0.9985,0.9998,0.9983,0.9989,0.9989,"57,042,672,759"
USDT-USD,"Jul 2, 2024",0.9990,0.9995,0.9982,0.9985,0.9985,"39,391,729,670"
USDT-USD,"Jul 1, 2024",0.9984,0.9999,0.9983,0.9990,0.9990,"45,876,476,553"
USDT-USD,"Jun 30, 2024",0.9984,0.9996,0.9972,0.9984,0.9984,"34,937,001,727"
USDT-USD,"Jun 29, 2024",0.9981,0.9991,0.9979,0.9984,0.9984,"28,311,234,049"
USDT-USD,"Jun 28, 2024",0.9986,0.9997,0.9978,0.9981,0.9981,"48,868,972,915"
USDT-USD,"Jun 27, 2024",0.9994,0.9999,0.9984,0.9986,0.9986,"45,267,792,573"
USDT-USD,"Jun 26, 2024",0.9997,1.0005,0.9992,0.9993,0.9993,"44,813,407,523"
USDT-USD,"Jun 25, 2024",0.9994,1.0004,0.9992,0.9998,0.9998,"52,502,040,528"
USDT-USD,"Jun 24, 2024",0.9994,1.0005,0.9988,0.9994,0.9994,"75,556,423,079"
USDT-USD,"Jun 23, 2024",0.9996,1.0003,0.9991,0.9993,0.9993,"29,265,392,695"
USDT-USD,"Jun 22, 2024",0.9995,1.0002,0.9992,0.9996,0.9996,"26,893,846,849"
USDT-USD,"Jun 21, 2024",0.9994,1.0003,0.9990,0.9995,0.9995,"52,864,626,463"
USDT-USD,"Jun 20, 2024",0.9998,1.0005,0.9990,0.9994,0.9994,"53,052,487,180"
USDT-USD,"Jun 19, 2024",0.9996,1.0005,0.9993,0.9998,0.9998,"48,283,435,769"
USDT-USD,"Jun 18, 2024",0.9997,1.0013,0.9993,0.9995,0.9995,"78,695,656,625"
USDT-USD,"Jun 17, 2024",0.9993,1.0002,0.9990,0.9996,0.9996,"60,712,949,361"
USDT-USD,"Jun 16, 2024",0.9994,1.0001,0.9990,0.9993,0.9993,"31,962,850,043"
USDT-USD,"Jun 15, 2024",0.9995,1.0000,0.9992,0.9995,0.9995,"35,823,242,153"
USDT-USD,"Jun 14, 2024",0.9997,1.0002,0.9990,0.9995,0.9995,"56,734,383,862"
USDT-USD,"Jun 13, 2024",0.9998,1.0004,0.9994,0.9996,0.9996,"56,101,863,399"
USDT-USD,"Jun 12, 2024",0.9999,1.0004,0.9995,0.9997,0.9997,"67,692,265,125"
USDT-USD,"Jun 11, 2024",0.9995,1.0004,0.9989,0.9999,0.9999,"72,360,838,236"
USDT-USD,"Jun 10, 2024",0.9999,1.0001,0.9995,0.9996,0.9996,"51,346,980,569"
USDT-USD,"Jun 9, 2024",0.9998,1.0002,0.9997,0.9999,0.9999,"38,460,275,023"
USDT-USD,"Jun 8, 2024",0.9995,1.0002,0.9994,0.9999,0.9999,"42,654,042,043"
USDT-USD,"Jun 7, 2024",0.9996,1.0005,0.9988,0.9996,0.9996,"83,727,148,277"
USDT-USD,"Jun 6, 2024",1.0001,1.0007,0.9993,0.9995,0.9995,"58,624,834,999"
USDT-USD,"Jun 5, 2024",1.0002,1.0006,0.9995,1.0001,1.0001,"67,311,453,236"
USDT-USD,"Jun 4, 2024",0.9998,1.0008,0.9995,1.0002,1.0002,"64,592,711,851"
USDT-USD,"Jun 3, 2024",0.9994,1.0007,0.9990,0.9998,0.9998,"66,326,852,767"
USDT-USD,"Jun 2, 2024",0.9993,1.0001,0.9990,0.9994,0.9994,"47,966,136,014"
USDT-USD,"Jun 1, 2024",0.9990,0.9998,0.9988,0.9993,0.9993,"34,114,810,017"
USDT-USD,"May 31, 2024",0.9997,1.0008,0.9984,0.9990,0.9990,"58,892,635,053"
USDT-USD,"May 30, 2024",0.9987,1.0009,0.9986,0.9997,0.9997,"66,107,540,689"
USDT-USD,"May 29, 2024",0.9989,1.0003,0.9986,0.9988,0.9988,"64,306,272,506"
USDT-USD,"May 28, 2024",0.9992,1.0004,0.9985,0.9989,0.9989,"75,112,778,670"
USDT-USD,"May 27, 2024",0.9995,1.0005,0.9988,0.9992,0.9992,"64,469,471,473"
USDT-USD,"May 26, 2024",0.9999,1.0008,0.9992,0.9995,0.9995,"44,796,186,073"
USDT-USD,"May 25, 2024",0.9998,1.0008,0.9995,0.9999,0.9999,"41,182,549,806"
USDT-USD,"May 24, 2024",0.9996,1.0008,0.9989,0.9998,0.9998,"68,659,164,363"
USDT-USD,"May 23, 2024",0.9994,1.0007,0.9985,0.9996,0.9996,"107,880,114,240"
USDT-USD,"May 22, 2024",0.9999,1.0006,0.9992,0.9995,0.9995,"75,458,368,905"
USDT-USD,"May 21, 2024",1.0000,1.0005,0.9990,0.9999,0.9999,"104,832,621,504"
USDT-USD,"May 20, 2024",0.9999,1.0012,0.9995,1.0001,1.0001,"86,442,004,708"
USDT-USD,"May 19, 2024",1.0002,1.0012,0.9995,0.9999,0.9999,"38,312,293,613"
USDT-USD,"May 18, 2024",1.0005,1.0015,0.9998,1.0002,1.0002,"39,091,871,989"
USDT-USD,"May 17, 2024",1.0001,1.0016,0.9998,1.0004,1.0004,"56,249,728,895"
USDT-USD,"May 16, 2024",1.0005,1.0015,0.9997,1.0001,1.0001,"62,000,126,842"
USDT-USD,"May 15, 2024",0.9996,1.0015,0.9993,1.0005,1.0005,"70,663,923,975"
USDT-USD,"May 14, 2024",0.9998,1.0011,0.9991,0.9996,0.9996,"57,380,795,961"
USDT-USD,"May 13, 2024",0.9996,1.0014,0.9992,0.9999,0.9999,"53,205,467,613"
USDT-USD,"May 12, 2024",0.9997,1.0010,0.9992,0.9996,0.9996,"25,865,589,825"
USDT-USD,"May 11, 2024",0.9999,1.0007,0.9993,0.9998,0.9998,"29,171,047,578"
USDT-USD,"May 10, 2024",0.9999,1.0024,0.9993,0.9999,0.9999,"50,244,486,838"
USDT-USD,"May 9, 2024",0.9996,1.0012,0.9993,0.9999,0.9999,"46,236,991,775"
USDT-USD,"May 8, 2024",1.0000,1.0015,0.9994,0.9996,0.9996,"46,623,837,988"
USDT-USD,"May 7, 2024",1.0000,1.0017,0.9996,1.0000,1.0000,"46,143,834,059"
